,hr,holiday,workingday,temp,hum,windspeed,cnt,instant,mnth,yr,Clear to partly cloudy,Light Precipitation,Misty
382,22,0,1,0.76,0.62,0.0896,284,13386,7,1,1,0,0
383,23,0,1,0.74,0.74,0.0896,166,13387,7,1,1,0,0
384,0,0,1,0.72,0.84,0.1045,53,13388,7,1,1,0,0
385,1,0,1,0.74,0.7,0.0,25,13389,7,1,1,0,0
386,2,0,1,0.72,0.7,0.0896,7,13390,7,1,1,0,0
387,3,0,1,0.72,0.66,0.0,3,13391,7,1,1,0,0
388,4,0,1,0.72,0.62,0.0,7,13392,7,1,1,0,0
389,5,0,1,0.68,0.74,0.0896,38,13393,7,1,1,0,0
390,6,0,1,0.72,0.66,0.1045,213,13394,7,1,1,0,0
391,7,0,1,0.74,0.7,0.0,526,13395,7,1,0,0,1
392,8,0,1,0.8,0.55,0.0,661,13396,7,1,0,0,1
393,9,0,1,0.82,0.49,0.2239,320,13397,7,1,0,0,1
394,10,0,1,0.84,0.49,0.1939999999999999,159,13398,7,1,0,0,1
395,11,0,1,0.86,0.47,0.0,206,13399,7,1,0,0,1
396,12,0,1,0.9,0.35,0.0,254,13400,7,1,0,0,1
397,13,0,1,0.92,0.31,0.1939999999999999,221,13401,7,1,1,0,0
398,14,0,1,0.94,0.29,0.2537,214,13402,7,1,1,0,0
399,15,0,1,0.92,0.31,0.1642,244,13403,7,1,1,0,0
400,16,0,1,0.92,0.29,0.1642,381,13404,7,1,1,0,0
401,17,0,1,0.92,0.29,0.0,770,13405,7,1,1,0,0
402,18,0,1,0.9,0.33,0.1939999999999999,772,13406,7,1,1,0,0
403,19,0,1,0.88,0.35,0.2537,547,13407,7,1,1,0,0
404,20,0,1,0.86,0.34,0.1642,427,13408,7,1,1,0,0
405,21,0,1,0.82,0.52,0.1343,333,13409,7,1,1,0,0
406,22,0,1,0.8,0.55,0.2239,244,13410,7,1,1,0,0
407,23,0,1,0.78,0.59,0.1939999999999999,161,13411,7,1,1,0,0
408,0,0,1,0.76,0.66,0.1642,53,13412,7,1,1,0,0
409,1,0,1,0.76,0.66,0.1045,16,13413,7,1,1,0,0
410,2,0,1,0.74,0.66,0.1343,8,13414,7,1,1,0,0
411,3,0,1,0.74,0.66,0.1343,4,13415,7,1,1,0,0
412,4,0,1,0.72,0.7,0.1343,6,13416,7,1,1,0,0
413,5,0,1,0.72,0.7,0.1642,46,13417,7,1,1,0,0
414,6,0,1,0.72,0.7,0.1642,162,13418,7,1,1,0,0
415,7,0,1,0.74,0.66,0.1642,495,13419,7,1,1,0,0
416,8,0,1,0.78,0.62,0.1045,679,13420,7,1,1,0,0
417,9,0,1,0.82,0.56,0.0,297,13421,7,1,1,0,0
418,10,0,1,0.9,0.42,0.1939999999999999,138,13422,7,1,1,0,0
419,11,0,1,0.9,0.42,0.0,183,13423,7,1,1,0,0
420,12,0,1,0.92,0.37,0.1343,202,13424,7,1,1,0,0
421,13,0,1,0.94,0.33,0.0,203,13425,7,1,1,0,0
422,14,0,1,0.94,0.38,0.3284,170,13426,7,1,1,0,0
423,15,0,1,0.92,0.35,0.3582,194,13427,7,1,0,1,0
424,16,0,1,0.74,0.66,0.2537,224,13428,7,1,1,0,0
425,17,0,1,0.74,0.7,0.2537,370,13429,7,1,1,0,0
426,18,0,1,0.76,0.62,0.1343,643,13430,7,1,0,0,1
427,19,0,1,0.76,0.62,0.1045,516,13431,7,1,0,0,1
428,20,0,1,0.74,0.62,0.0896,366,13432,7,1,1,0,0
429,21,0,1,0.76,0.62,0.0,319,13433,7,1,1,0,0
430,22,0,1,0.76,0.58,0.0896,288,13434,7,1,1,0,0
431,23,0,1,0.76,0.58,0.0896,131,13435,7,1,1,0,0
432,0,0,1,0.74,0.66,0.0896,66,13436,7,1,1,0,0
433,1,0,1,0.74,0.66,0.0896,25,13437,7,1,1,0,0
434,2,0,1,0.72,0.7,0.1939999999999999,7,13438,7,1,1,0,0
435,3,0,1,0.72,0.7,0.1045,5,13439,7,1,1,0,0
436,4,0,1,0.72,0.7,0.1045,8,13440,7,1,1,0,0
437,5,0,1,0.72,0.7,0.1045,40,13441,7,1,0,0,1
438,6,0,1,0.72,0.66,0.1343,152,13442,7,1,1,0,0
439,7,0,1,0.74,0.58,0.2836,473,13443,7,1,1,0,0
440,8,0,1,0.76,0.58,0.2537,657,13444,7,1,1,0,0
441,9,0,1,0.76,0.58,0.2836,318,13445,7,1,0,0,1
442,10,0,1,0.76,0.58,0.1939999999999999,198,13446,7,1,1,0,0
443,11,0,1,0.8,0.55,0.1045,216,13447,7,1,1,0,0
444,12,0,1,0.84,0.49,0.2836,274,13448,7,1,1,0,0
445,13,0,1,0.84,0.47,0.1343,254,13449,7,1,1,0,0
446,14,0,1,0.86,0.44,0.0896,197,13450,7,1,1,0,0
447,15,0,1,0.84,0.47,0.0896,292,13451,7,1,1,0,0
448,16,0,1,0.84,0.47,0.0896,358,13452,7,1,1,0,0
449,17,0,1,0.86,0.41,0.0,771,13453,7,1,1,0,0
450,18,0,1,0.86,0.41,0.1939999999999999,777,13454,7,1,1,0,0
451,19,0,1,0.84,0.44,0.2537,533,13455,7,1,1,0,0
452,20,0,1,0.82,0.49,0.1642,505,13456,7,1,1,0,0
453,21,0,1,0.66,0.89,0.2537,332,13457,7,1,0,1,0
454,22,0,1,0.66,0.89,0.2537,68,13458,7,1,0,1,0
455,23,0,1,0.66,0.89,0.2239,65,13459,7,1,0,1,0
456,0,0,1,0.66,0.89,0.0896,34,13460,7,1,0,1,0
457,1,0,1,0.66,0.89,0.1343,11,13461,7,1,1,0,0
458,2,0,1,0.66,0.89,0.0896,19,13462,7,1,0,0,1
459,3,0,1,0.66,0.89,0.1045,36,13463,7,1,0,0,1
460,4,0,1,0.66,0.89,0.1642,9,13464,7,1,0,0,1
461,5,0,1,0.66,0.89,0.1343,42,13465,7,1,0,0,1
462,6,0,1,0.66,0.89,0.1642,126,13466,7,1,0,0,1
463,7,0,1,0.66,0.89,0.1939999999999999,360,13467,7,1,0,0,1
464,8,0,1,0.68,0.83,0.1642,691,13468,7,1,0,0,1
465,9,0,1,0.7,0.79,0.1343,373,13469,7,1,0,0,1
466,10,0,1,0.7,0.79,0.1642,233,13470,7,1,0,0,1
467,11,0,1,0.72,0.74,0.1939999999999999,212,13471,7,1,0,1,0
468,12,0,1,0.68,0.83,0.1642,274,13472,7,1,0,1,0
469,13,0,1,0.68,0.83,0.1045,156,13473,7,1,0,1,0
470,14,0,1,0.7,0.84,0.1642,229,13474,7,1,0,1,0
471,15,0,1,0.7,0.84,0.2985,216,13475,7,1,0,0,1
472,16,0,1,0.68,0.83,0.3284,436,13476,7,1,0,0,1
473,17,0,1,0.66,0.89,0.4179,715,13477,7,1,0,0,1
474,18,0,1,0.66,0.78,0.3284,622,13478,7,1,0,0,1
475,19,0,1,0.64,0.83,0.2836,402,13479,7,1,0,0,1
476,20,0,1,0.64,0.83,0.3881,251,13480,7,1,0,1,0
477,21,0,1,0.62,0.83,0.3284,122,13481,7,1,0,1,0
478,22,0,1,0.62,0.83,0.1939999999999999,135,13482,7,1,0,0,1
479,23,0,1,0.62,0.83,0.2836,166,13483,7,1,0,0,1
480,0,0,0,0.62,0.83,0.2836,103,13484,7,1,0,1,0
481,1,0,0,0.62,0.83,0.2537,72,13485,7,1,0,0,1
482,2,0,0,0.6,0.88,0.2836,60,13486,7,1,0,1,0
483,3,0,0,0.6,0.88,0.2537,25,13487,7,1,0,1,0
484,4,0,0,0.58,0.88,0.2836,16,13488,7,1,0,1,0
485,5,0,0,0.58,0.88,0.2537,17,13489,7,1,0,1,0
486,6,0,0,0.58,0.88,0.2537,15,13490,7,1,0,1,0
487,7,0,0,0.58,0.88,0.2537,37,13491,7,1,0,0,1
488,8,0,0,0.58,0.83,0.2537,112,13492,7,1,0,0,1
489,9,0,0,0.58,0.83,0.1939999999999999,207,13493,7,1,0,0,1
490,10,0,0,0.58,0.88,0.2537,268,13494,7,1,0,1,0
491,11,0,0,0.6,0.83,0.2537,305,13495,7,1,0,0,1
492,12,0,0,0.6,0.83,0.2239,457,13496,7,1,0,1,0
493,13,0,0,0.6,0.83,0.1642,354,13497,7,1,0,1,0
494,14,0,0,0.6,0.88,0.2537,343,13498,7,1,0,0,1
495,15,0,0,0.6,0.88,0.2537,380,13499,7,1,0,1,0
496,16,0,0,0.6,0.88,0.1939999999999999,326,13500,7,1,0,1,0
497,17,0,0,0.6,0.88,0.1642,241,13501,7,1,0,1,0
498,18,0,0,0.6,0.88,0.1939999999999999,177,13502,7,1,0,0,1
499,19,0,0,0.6,0.88,0.1642,238,13503,7,1,0,0,1
500,20,0,0,0.6,0.88,0.1642,214,13504,7,1,0,1,0
501,21,0,0,0.6,0.88,0.1642,163,13505,7,1,0,0,1
502,22,0,0,0.6,0.88,0.1045,180,13506,7,1,0,0,1
503,23,0,0,0.6,0.88,0.0,149,13507,7,1,0,0,1
504,0,0,0,0.6,0.88,0.1045,113,13508,7,1,0,0,1
505,1,0,0,0.6,0.88,0.1642,130,13509,7,1,0,0,1
506,2,0,0,0.6,0.88,0.1045,122,13510,7,1,0,0,1
507,3,0,0,0.6,0.88,0.1045,43,13511,7,1,0,0,1
508,4,0,0,0.6,0.88,0.0,16,13512,7,1,1,0,0
509,5,0,0,0.6,0.88,0.0,6,13513,7,1,1,0,0
510,6,0,0,0.62,0.83,0.0896,19,13514,7,1,0,0,1
511,7,0,0,0.62,0.83,0.0,38,13515,7,1,0,0,1
512,8,0,0,0.64,0.78,0.0,153,13516,7,1,0,0,1
513,9,0,0,0.66,0.69,0.0,258,13517,7,1,0,0,1
514,10,0,0,0.66,0.74,0.0,379,13518,7,1,0,0,1
515,11,0,0,0.66,0.74,0.0,505,13519,7,1,0,0,1
516,12,0,0,0.7,0.7,0.1045,504,13520,7,1,0,0,1
517,13,0,0,0.7,0.65,0.0896,626,13521,7,1,0,0,1
518,14,0,0,0.72,0.66,0.1045,616,13522,7,1,1,0,0
519,15,0,0,0.72,0.66,0.1045,624,13523,7,1,1,0,0
520,16,0,0,0.74,0.66,0.1045,628,13524,7,1,1,0,0
521,17,0,0,0.74,0.66,0.2239,556,13525,7,1,1,0,0
522,18,0,0,0.74,0.66,0.1642,515,13526,7,1,1,0,0
523,19,0,0,0.72,0.7,0.1642,522,13527,7,1,1,0,0
524,20,0,0,0.7,0.74,0.1642,378,13528,7,1,1,0,0
525,21,0,0,0.7,0.79,0.1045,345,13529,7,1,1,0,0
526,22,0,0,0.7,0.74,0.1939999999999999,191,13530,7,1,1,0,0
527,23,0,0,0.68,0.79,0.1642,123,13531,7,1,1,0,0
528,0,0,1,0.66,0.89,0.0896,47,13532,7,1,1,0,0
529,1,0,1,0.66,0.89,0.1939999999999999,27,13533,7,1,1,0,0
530,2,0,1,0.66,0.94,0.0896,17,13534,7,1,0,0,1
531,3,0,1,0.66,0.94,0.0896,2,13535,7,1,0,0,1
532,4,0,1,0.66,0.94,0.1343,8,13536,7,1,0,0,1
533,5,0,1,0.66,0.94,0.1343,51,13537,7,1,0,0,1
534,6,0,1,0.68,0.89,0.0896,157,13538,7,1,0,0,1
535,7,0,1,0.7,0.84,0.1343,421,13539,7,1,1,0,0
536,8,0,1,0.72,0.79,0.1045,738,13540,7,1,1,0,0
537,9,0,1,0.74,0.74,0.1343,345,13541,7,1,0,0,1
538,10,0,1,0.78,0.62,0.0,200,13542,7,1,0,0,1
539,11,0,1,0.8,0.52,0.1642,198,13543,7,1,0,0,1
540,12,0,1,0.8,0.52,0.1642,314,13544,7,1,0,0,1
541,13,0,1,0.8,0.52,0.1045,240,13545,7,1,0,0,1
542,14,0,1,0.78,0.59,0.1642,271,13546,7,1,0,0,1
543,15,0,1,0.8,0.55,0.1939999999999999,281,13547,7,1,1,0,0
544,16,0,1,0.82,0.52,0.1343,457,13548,7,1,1,0,0
545,17,0,1,0.82,0.52,0.1343,847,13549,7,1,1,0,0
546,18,0,1,0.82,0.46,0.1045,741,13550,7,1,1,0,0
547,19,0,1,0.8,0.52,0.2537,582,13551,7,1,1,0,0
548,20,0,1,0.76,0.62,0.1642,403,13552,7,1,1,0,0
549,21,0,1,0.76,0.62,0.1939999999999999,296,13553,7,1,1,0,0
550,22,0,1,0.74,0.62,0.1939999999999999,209,13554,7,1,1,0,0
551,23,0,1,0.72,0.66,0.1642,114,13555,7,1,1,0,0
552,0,0,1,0.7,0.74,0.1343,64,13556,7,1,1,0,0
553,1,0,1,0.68,0.79,0.1642,17,13557,7,1,1,0,0
554,2,0,1,0.66,0.83,0.1642,16,13558,7,1,1,0,0
555,3,0,1,0.66,0.83,0.1642,6,13559,7,1,1,0,0
556,4,0,1,0.66,0.83,0.0896,6,13560,7,1,1,0,0
557,5,0,1,0.66,0.83,0.1045,50,13561,7,1,1,0,0
558,6,0,1,0.66,0.83,0.1343,190,13562,7,1,1,0,0
559,7,0,1,0.7,0.74,0.1642,516,13563,7,1,1,0,0
560,8,0,1,0.74,0.7,0.1939999999999999,743,13564,7,1,1,0,0
561,9,0,1,0.84,0.53,0.0,339,13565,7,1,1,0,0
562,10,0,1,0.82,0.56,0.2985,218,13566,7,1,1,0,0
563,11,0,1,0.84,0.53,0.3284,201,13567,7,1,0,0,1
564,12,0,1,0.82,0.56,0.2239,229,13568,7,1,0,0,1
565,13,0,1,0.84,0.53,0.2985,273,13569,7,1,0,0,1
566,14,0,1,0.84,0.53,0.2239,244,13570,7,1,0,0,1
567,15,0,1,0.82,0.49,0.2985,285,13571,7,1,1,0,0
568,16,0,1,0.8,0.55,0.2985,455,13572,7,1,1,0,0
569,17,0,1,0.8,0.52,0.3284,869,13573,7,1,1,0,0
570,18,0,1,0.76,0.62,0.3284,877,13574,7,1,1,0,0
571,19,0,1,0.76,0.62,0.1642,632,13575,7,1,1,0,0
572,20,0,1,0.74,0.66,0.1642,523,13576,7,1,1,0,0
573,21,0,1,0.74,0.66,0.2239,378,13577,7,1,1,0,0
574,22,0,1,0.74,0.66,0.2537,269,13578,7,1,1,0,0
575,23,0,1,0.74,0.58,0.3284,192,13579,7,1,1,0,0
576,0,0,1,0.72,0.58,0.2985,66,13580,7,1,1,0,0
577,1,0,1,0.7,0.58,0.1939999999999999,28,13581,7,1,1,0,0
578,2,0,1,0.68,0.61,0.2239,12,13582,7,1,1,0,0
579,3,0,1,0.66,0.65,0.2239,12,13583,7,1,1,0,0
580,4,0,1,0.64,0.65,0.2239,4,13584,7,1,1,0,0
581,5,0,1,0.64,0.65,0.1642,59,13585,7,1,1,0,0
582,6,0,1,0.64,0.65,0.1939999999999999,190,13586,7,1,1,0,0
583,7,0,1,0.66,0.5,0.3284,507,13587,7,1,1,0,0
584,8,0,1,0.7,0.42,0.2537,788,13588,7,1,1,0,0
585,9,0,1,0.72,0.37,0.2985,342,13589,7,1,1,0,0
586,10,0,1,0.74,0.37,0.0,231,13590,7,1,1,0,0
587,11,0,1,0.76,0.33,0.0,281,13591,7,1,1,0,0
588,12,0,1,0.76,0.33,0.0,310,13592,7,1,1,0,0
589,13,0,1,0.78,0.31,0.1642,312,13593,7,1,1,0,0
590,14,0,1,0.8,0.29,0.1343,247,13594,7,1,1,0,0
591,15,0,1,0.78,0.31,0.0896,317,13595,7,1,1,0,0
592,16,0,1,0.8,0.29,0.1642,484,13596,7,1,1,0,0
593,17,0,1,0.8,0.31,0.0,913,13597,7,1,1,0,0
594,18,0,1,0.8,0.27,0.1343,891,13598,7,1,1,0,0
595,19,0,1,0.76,0.33,0.1343,698,13599,7,1,1,0,0
596,20,0,1,0.74,0.4,0.1642,567,13600,7,1,1,0,0
597,21,0,1,0.72,0.45,0.1343,397,13601,7,1,1,0,0
598,22,0,1,0.7,0.58,0.1343,278,13602,7,1,1,0,0
599,23,0,1,0.68,0.57,0.2985,239,13603,7,1,1,0,0
600,0,0,1,0.66,0.65,0.1939999999999999,92,13604,7,1,1,0,0
601,1,0,1,0.66,0.65,0.2239,29,13605,7,1,1,0,0
602,2,0,1,0.66,0.69,0.2537,21,13606,7,1,1,0,0
603,3,0,1,0.66,0.69,0.2239,8,13607,7,1,1,0,0
604,4,0,1,0.66,0.74,0.1939999999999999,4,13608,7,1,1,0,0
605,5,0,1,0.66,0.74,0.1939999999999999,42,13609,7,1,1,0,0
606,6,0,1,0.66,0.78,0.2537,181,13610,7,1,1,0,0
607,7,0,1,0.7,0.74,0.2537,495,13611,7,1,1,0,0
608,8,0,1,0.7,0.74,0.2537,729,13612,7,1,0,0,1
609,9,0,1,0.72,0.7,0.1343,344,13613,7,1,0,0,1
610,10,0,1,0.74,0.7,0.2239,222,13614,7,1,1,0,0
611,11,0,1,0.8,0.66,0.2239,212,13615,7,1,1,0,0
612,12,0,1,0.84,0.56,0.2537,279,13616,7,1,1,0,0
613,13,0,1,0.86,0.53,0.2985,242,13617,7,1,1,0,0
614,14,0,1,0.9,0.47,0.2537,213,13618,7,1,1,0,0
615,15,0,1,0.92,0.42,0.2985,238,13619,7,1,1,0,0
616,16,0,1,0.94,0.38,0.3881,374,13620,7,1,1,0,0
617,17,0,1,0.9,0.45,0.4179,738,13621,7,1,1,0,0
618,18,0,1,0.92,0.4,0.3582,688,13622,7,1,1,0,0
619,19,0,1,0.9,0.45,0.3284,614,13623,7,1,1,0,0
620,20,0,1,0.86,0.5,0.2537,446,13624,7,1,1,0,0
621,21,0,1,0.8,0.49,0.6119,271,13625,7,1,1,0,0
622,22,0,1,0.8,0.49,0.6119,234,13626,7,1,1,0,0
623,23,0,1,0.72,0.7,0.1343,145,13627,7,1,1,0,0
624,0,0,1,0.72,0.7,0.0,97,13628,7,1,1,0,0
625,1,0,1,0.72,0.7,0.1045,54,13629,7,1,1,0,0
626,2,0,1,0.7,0.79,0.1343,26,13630,7,1,1,0,0
627,3,0,1,0.7,0.74,0.1642,12,13631,7,1,1,0,0
628,4,0,1,0.7,0.79,0.0,8,13632,7,1,1,0,0
629,5,0,1,0.7,0.84,0.0,37,13633,7,1,1,0,0
630,6,0,1,0.7,0.79,0.0,139,13634,7,1,1,0,0
631,7,0,1,0.72,0.7,0.1939999999999999,410,13635,7,1,1,0,0
632,8,0,1,0.76,0.66,0.0896,676,13636,7,1,1,0,0
633,9,0,1,0.82,0.49,0.2836,363,13637,7,1,1,0,0
634,10,0,1,0.84,0.47,0.0,231,13638,7,1,1,0,0
635,11,0,1,0.84,0.47,0.3284,251,13639,7,1,1,0,0
636,12,0,1,0.84,0.49,0.3582,299,13640,7,1,1,0,0
637,13,0,1,0.84,0.47,0.2836,314,13641,7,1,1,0,0
638,14,0,1,0.86,0.47,0.2985,326,13642,7,1,1,0,0
639,15,0,1,0.86,0.41,0.2239,323,13643,7,1,1,0,0
640,16,0,1,0.84,0.47,0.2239,499,13644,7,1,1,0,0
641,17,0,1,0.86,0.41,0.2836,699,13645,7,1,1,0,0
642,18,0,1,0.82,0.46,0.1642,622,13646,7,1,1,0,0
643,19,0,1,0.82,0.52,0.1939999999999999,516,13647,7,1,1,0,0
644,20,0,1,0.78,0.59,0.1045,354,13648,7,1,1,0,0
645,21,0,1,0.78,0.59,0.1045,260,13649,7,1,1,0,0
646,22,0,1,0.78,0.59,0.1343,199,13650,7,1,1,0,0
647,23,0,1,0.76,0.66,0.0,189,13651,7,1,1,0,0
648,0,0,0,0.74,0.62,0.1343,191,13652,7,1,1,0,0
649,1,0,0,0.72,0.7,0.0896,80,13653,7,1,1,0,0
650,2,0,0,0.72,0.7,0.0,90,13654,7,1,1,0,0
651,3,0,0,0.72,0.7,0.0,43,13655,7,1,1,0,0
652,4,0,0,0.7,0.79,0.1939999999999999,11,13656,7,1,1,0,0
653,5,0,0,0.68,0.79,0.1642,14,13657,7,1,1,0,0
654,6,0,0,0.7,0.7,0.1045,50,13658,7,1,1,0,0
655,7,0,0,0.72,0.7,0.1343,76,13659,7,1,1,0,0
656,8,0,0,0.74,0.66,0.1642,163,13660,7,1,1,0,0
657,9,0,0,0.78,0.59,0.1045,337,13661,7,1,1,0,0
658,10,0,0,0.82,0.52,0.2239,395,13662,7,1,1,0,0
659,11,0,0,0.84,0.39,0.2239,457,13663,7,1,1,0,0
660,12,0,0,0.84,0.41,0.2239,487,13664,7,1,1,0,0
661,13,0,0,0.86,0.41,0.2836,498,13665,7,1,1,0,0
662,14,0,0,0.86,0.39,0.2537,494,13666,7,1,1,0,0
663,15,0,0,0.88,0.32,0.2836,497,13667,7,1,1,0,0
664,16,0,0,0.86,0.39,0.2239,487,13668,7,1,1,0,0
665,17,0,0,0.82,0.46,0.1939999999999999,479,13669,7,1,1,0,0
666,18,0,0,0.82,0.43,0.2836,481,13670,7,1,1,0,0
667,19,0,0,0.68,0.83,0.0,338,13671,7,1,1,0,0
668,20,0,0,0.66,0.83,0.2239,233,13672,7,1,1,0,0
669,21,0,0,0.66,0.78,0.0896,300,13673,7,1,1,0,0
670,22,0,0,0.66,0.78,0.0896,276,13674,7,1,1,0,0
671,23,0,0,0.66,0.83,0.0896,208,13675,7,1,1,0,0
672,0,0,0,0.66,0.89,0.1343,188,13676,7,1,1,0,0
673,1,0,0,0.66,0.83,0.1045,158,13677,7,1,1,0,0
674,2,0,0,0.66,0.74,0.1343,112,13678,7,1,1,0,0
675,3,0,0,0.66,0.69,0.2239,55,13679,7,1,1,0,0
676,4,0,0,0.64,0.69,0.1939999999999999,13,13680,7,1,1,0,0
677,5,0,0,0.62,0.78,0.1939999999999999,17,13681,7,1,1,0,0
678,6,0,0,0.64,0.73,0.1642,18,13682,7,1,1,0,0
679,7,0,0,0.66,0.69,0.2537,40,13683,7,1,1,0,0
680,8,0,0,0.7,0.65,0.2239,127,13684,7,1,1,0,0
681,9,0,0,0.72,0.62,0.2537,226,13685,7,1,1,0,0
682,10,0,0,0.74,0.62,0.0,381,13686,7,1,1,0,0
683,11,0,0,0.76,0.55,0.2239,509,13687,7,1,1,0,0
684,12,0,0,0.76,0.55,0.3284,511,13688,7,1,1,0,0
685,13,0,0,0.8,0.49,0.2239,483,13689,7,1,1,0,0
686,14,0,0,0.8,0.46,0.1939999999999999,522,13690,7,1,1,0,0
687,15,0,0,0.8,0.43,0.1343,501,13691,7,1,1,0,0
688,16,0,0,0.8,0.43,0.1343,521,13692,7,1,1,0,0
689,17,0,0,0.82,0.41,0.1642,531,13693,7,1,1,0,0
690,18,0,0,0.8,0.41,0.2985,419,13694,7,1,1,0,0
691,19,0,0,0.76,0.55,0.1642,443,13695,7,1,1,0,0
692,20,0,0,0.74,0.66,0.1045,303,13696,7,1,1,0,0
693,21,0,0,0.72,0.7,0.1343,271,13697,7,1,1,0,0
694,22,0,0,0.7,0.7,0.1045,148,13698,7,1,1,0,0
695,23,0,0,0.7,0.7,0.0,100,13699,7,1,1,0,0
696,0,0,1,0.7,0.74,0.0896,58,13700,7,1,1,0,0
697,1,0,1,0.7,0.74,0.0,19,13701,7,1,1,0,0
698,2,0,1,0.68,0.74,0.0,8,13702,7,1,1,0,0
699,3,0,1,0.66,0.83,0.0,3,13703,7,1,1,0,0
700,4,0,1,0.66,0.83,0.0,5,13704,7,1,1,0,0
701,5,0,1,0.66,0.83,0.1045,47,13705,7,1,1,0,0
702,6,0,1,0.66,0.83,0.1642,161,13706,7,1,1,0,0
703,7,0,1,0.7,0.79,0.0896,469,13707,7,1,1,0,0
704,8,0,1,0.72,0.74,0.1045,751,13708,7,1,0,0,1
705,9,0,1,0.74,0.7,0.0,293,13709,7,1,0,0,1
706,10,0,1,0.74,0.66,0.2239,189,13710,7,1,0,0,1
707,11,0,1,0.78,0.55,0.1343,215,13711,7,1,0,0,1
708,12,0,1,0.76,0.58,0.1045,278,13712,7,1,0,0,1
709,13,0,1,0.8,0.49,0.1642,226,13713,7,1,1,0,0
710,14,0,1,0.8,0.49,0.2239,254,13714,7,1,1,0,0
711,15,0,1,0.8,0.49,0.2537,236,13715,7,1,1,0,0
712,16,0,1,0.8,0.49,0.2836,425,13716,7,1,1,0,0
713,17,0,1,0.76,0.55,0.3284,827,13717,7,1,1,0,0
714,18,0,1,0.76,0.58,0.4179,812,13718,7,1,1,0,0
715,19,0,1,0.82,0.52,0.1642,665,13719,7,1,1,0,0
716,20,0,1,0.72,0.7,0.2239,462,13720,7,1,1,0,0
717,21,0,1,0.72,0.7,0.1939999999999999,322,13721,7,1,1,0,0
718,22,0,1,0.7,0.74,0.2239,230,13722,7,1,0,0,1
719,23,0,1,0.7,0.74,0.1939999999999999,150,13723,7,1,1,0,0
720,0,0,1,0.68,0.79,0.1343,38,13724,7,1,1,0,0
721,1,0,1,0.66,0.83,0.1343,21,13725,7,1,1,0,0
722,2,0,1,0.66,0.83,0.1343,8,13726,7,1,1,0,0
723,3,0,1,0.66,0.83,0.0896,6,13727,7,1,1,0,0
724,4,0,1,0.66,0.83,0.0896,6,13728,7,1,1,0,0
725,5,0,1,0.66,0.83,0.1642,45,13729,7,1,1,0,0
726,6,0,1,0.64,0.89,0.1642,194,13730,7,1,1,0,0
727,7,0,1,0.68,0.83,0.2239,513,13731,7,1,1,0,0
728,8,0,1,0.7,0.79,0.1343,760,13732,7,1,1,0,0
729,9,0,1,0.72,0.7,0.1045,333,13733,7,1,1,0,0
730,10,0,1,0.72,0.66,0.0,227,13734,7,1,1,0,0
731,11,0,1,0.76,0.58,0.0,224,13735,7,1,1,0,0
732,12,0,1,0.8,0.46,0.0,248,13736,7,1,1,0,0
733,13,0,1,0.8,0.55,0.2836,288,13737,7,1,1,0,0
734,14,0,1,0.8,0.55,0.2836,260,13738,7,1,1,0,0
735,15,0,1,0.76,0.62,0.1343,144,13739,7,1,1,0,0
736,16,0,1,0.76,0.58,0.2239,402,13740,7,1,1,0,0
737,17,0,1,0.78,0.52,0.2239,820,13741,7,1,1,0,0
738,18,0,1,0.76,0.55,0.2836,857,13742,7,1,1,0,0
739,19,0,1,0.74,0.62,0.3582,614,13743,7,1,0,1,0
740,20,0,1,0.7,0.7,0.1939999999999999,452,13744,7,1,0,1,0
741,21,0,1,0.68,0.79,0.1939999999999999,352,13745,7,1,1,0,0
742,22,0,1,0.68,0.74,0.2537,257,13746,7,1,1,0,0
743,23,0,1,0.66,0.83,0.1642,147,13747,7,1,0,0,1
744,0,0,1,0.68,0.79,0.1642,47,13748,8,1,1,0,0
745,1,0,1,0.66,0.83,0.0896,33,13749,8,1,1,0,0
746,2,0,1,0.64,0.83,0.1045,13,13750,8,1,1,0,0
747,3,0,1,0.64,0.83,0.1045,7,13751,8,1,1,0,0
748,4,0,1,0.64,0.78,0.1343,4,13752,8,1,0,0,1
749,5,0,1,0.64,0.78,0.1343,49,13753,8,1,0,0,1
750,6,0,1,0.64,0.78,0.1343,185,13754,8,1,1,0,0
751,7,0,1,0.64,0.83,0.1343,487,13755,8,1,0,0,1
752,8,0,1,0.66,0.78,0.1939999999999999,681,13756,8,1,0,0,1
753,9,0,1,0.68,0.74,0.0896,350,13757,8,1,0,0,1
754,10,0,1,0.72,0.66,0.0896,236,13758,8,1,1,0,0
755,11,0,1,0.76,0.58,0.0896,234,13759,8,1,1,0,0
756,12,0,1,0.8,0.49,0.1045,284,13760,8,1,1,0,0
757,13,0,1,0.8,0.52,0.1642,280,13761,8,1,1,0,0
758,14,0,1,0.82,0.46,0.1642,263,13762,8,1,1,0,0
759,15,0,1,0.82,0.46,0.1642,295,13763,8,1,1,0,0
760,16,0,1,0.8,0.55,0.2836,479,13764,8,1,1,0,0
761,17,0,1,0.8,0.49,0.1642,837,13765,8,1,1,0,0
762,18,0,1,0.76,0.62,0.2239,891,13766,8,1,0,1,0
763,19,0,1,0.74,0.66,0.2537,652,13767,8,1,1,0,0
764,20,0,1,0.74,0.66,0.1642,513,13768,8,1,1,0,0
765,21,0,1,0.72,0.7,0.1343,320,13769,8,1,1,0,0
